kurskod,kursnamn,institution,amne,i_dalarna_excel_kurser,i_dalarna_excel_forskar,i_blomma_json,i_vault_aktiva,i_vault_nedlagda,kategori
KG3016,Teori och forskningsmetoder,IKS,KGA,1,0,1,1,0,triangulerad
KG3017,,,,0,0,0,0,1,enbart_nedlagd
KG3018,Management och tolkning av kulturarv,IKS,KGA,1,0,1,1,0,triangulerad
KG3019,Hållbar destinationsutveckling,IKS,KGA,1,0,1,1,0,triangulerad
KGA021,,,,0,0,0,0,1,enbart_nedlagd
KGA023,,,,0,0,0,0,1,enbart_nedlagd
KGA028,,,,0,0,0,0,1,enbart_nedlagd
KGA029,,,,0,0,0,0,1,enbart_nedlagd
KGA030,,,,0,0,0,0,1,enbart_nedlagd
KGA031,,,,0,0,0,0,1,enbart_nedlagd
KGA032,,,,0,0,0,0,1,enbart_nedlagd
KGA033,,,,0,0,0,0,1,enbart_nedlagd
KGA034,,,,0,0,0,0,1,enbart_nedlagd
KGA035,,,,0,0,0,0,1,enbart_nedlagd
KGB019,,,,0,0,0,0,1,enbart_nedlagd
KGB023,,,,0,0,0,0,1,enbart_nedlagd
KGB024,,,,0,0,0,0,1,enbart_nedlagd
KGB025,,,,0,0,0,0,1,enbart_nedlagd
KGB026,,,,0,0,0,0,1,enbart_nedlagd
KGC005,,,,0,0,0,0,1,enbart_nedlagd
KGC006,,,,0,0,0,0,1,enbart_nedlagd
KGC007,,,,0,0,0,0,1,enbart_nedlagd
KGD003,,,,0,0,0,0,1,enbart_nedlagd
KGD004,,,,0,0,0,0,1,enbart_nedlagd
KGD005,,,,0,0,0,0,1,enbart_nedlagd
KI0001,,,,0,0,0,0,1,enbart_nedlagd
KI1001,,,,0,0,0,0,1,enbart_nedlagd
KI1002,,,,0,0,0,0,1,enbart_nedlagd
KI1003,,,,0,0,0,0,1,enbart_nedlagd
KI1004,,,,0,0,0,0,1,enbart_nedlagd
KI1005,,,,0,0,0,0,1,enbart_nedlagd
KI1006,,,,0,0,0,0,1,enbart_nedlagd
KI1007,,,,0,0,0,0,1,enbart_nedlagd
KI1008,,,,0,0,0,0,1,enbart_nedlagd
KI1009,,,,0,0,0,0,1,enbart_nedlagd
KI1010,,,,0,0,0,0,1,enbart_nedlagd
KI1011,,,,0,0,0,0,1,enbart_nedlagd
KI1012,,,,0,0,0,0,1,enbart_nedlagd
KI1013,,,,0,0,0,0,1,enbart_nedlagd
KI1014,,,,0,0,0,0,1,enbart_nedlagd
KI1015,,,,0,0,0,0,1,enbart_nedlagd
KI1016,,,,0,0,0,0,1,enbart_nedlagd
KI1017,,,,0,0,0,0,1,enbart_nedlagd
KI1018,,,,0,0,0,0,1,enbart_nedlagd
KI1019,,,,0,0,0,0,1,enbart_nedlagd
KI1020,,,,0,0,0,0,1,enbart_nedlagd
KI1021,,,,0,0,0,0,1,enbart_nedlagd
KI1022,,,,0,0,0,0,1,enbart_nedlagd
KI1023,,,,0,0,0,0,1,enbart_nedlagd
KI1024,,,,0,0,0,0,1,enbart_nedlagd
KI1025,,,,0,0,0,0,1,enbart_nedlagd
KI1026,,,,0,0,0,0,1,enbart_nedlagd
KI1027,,,,0,0,0,0,1,enbart_nedlagd
KI1028,,,,0,0,0,0,1,enbart_nedlagd
KI1029,,,,0,0,0,0,1,enbart_nedlagd
KI1030,Kinesiska i tal och skrift IV,ISLL,KIA,1,0,1,1,0,triangulerad
KI1031,Kinesiska i tal och konversation,ISLL,KIA,1,0,1,1,0,triangulerad
KI1032,,,,0,0,0,0,1,enbart_nedlagd
KI1033,,,,0,0,0,0,1,enbart_nedlagd
KI1034,Kinesisk muntlig språkfärdighet II,ISLL,KIA,1,0,1,1,0,triangulerad
KI1035,,,,0,0,0,0,1,enbart_nedlagd
KI1036,,,,0,0,0,0,1,enbart_nedlagd
KI1037,,,,0,0,0,0,1,enbart_nedlagd
KI1038,,,,0,0,0,0,1,enbart_nedlagd
KI1039,,,,0,0,0,0,1,enbart_nedlagd
KI1040,,,,0,0,0,0,1,enbart_nedlagd
KI1041,,,,0,0,0,0,1,enbart_nedlagd
KI1042,,,,0,0,0,0,1,enbart_nedlagd
KI1043,Kinesisk textläsning på medelnivå,ISLL,KIA,1,0,1,1,0,triangulerad
KI1044,,,,0,0,0,0,1,enbart_nedlagd
KI1045,Kinesiska tecken II,ISLL,KIA,1,0,1,1,0,triangulerad
KI1046,Kinesiska i tal och skrift I,ISLL,KIA,1,0,1,1,0,triangulerad
KI1047,Kinesisk muntlig språkfärdighet I,ISLL,KIA,1,0,1,1,0,triangulerad
KI1048,,,,0,0,0,0,1,enbart_nedlagd
KI1049,,,,0,0,0,0,1,enbart_nedlagd
KI1050,,,,0,0,0,0,1,enbart_nedlagd
KI1051,Kinesiska: grundläggande språkfärdighet,ISLL,KIA,1,0,1,1,0,triangulerad
KI2001,Kinesisk modern litteratur I,ISLL,KIA,1,0,1,1,0,triangulerad
KI2002,,,,0,0,0,0,1,enbart_nedlagd
KI2003,,,,0,0,0,0,1,enbart_nedlagd
KI2004,,,,0,0,0,0,1,enbart_nedlagd
KI2005,,,,0,0,0,0,1,enbart_nedlagd
KI2006,,,,0,0,0,0,1,enbart_nedlagd
KI2007,,,,0,0,0,0,1,enbart_nedlagd
KI2008,,,,0,0,0,0,1,enbart_nedlagd
KI2009,,,,0,0,0,0,1,enbart_nedlagd
KI2010,,,,0,0,0,0,1,enbart_nedlagd
KI2011,,,,0,0,0,0,1,enbart_nedlagd
KI2012,Kinesiska: Forskningsmetodik,ISLL,KIA,1,0,1,1,0,triangulerad
KL1001,,,,0,0,0,0,1,enbart_nedlagd
KL1002,,,,0,0,0,0,1,enbart_nedlagd
KL1003,,,,0,0,0,0,1,enbart_nedlagd
KL1004,,,,0,0,0,0,1,enbart_nedlagd
KL1005,,,,0,0,0,0,1,enbart_nedlagd
KL2001,,,,0,0,0,0,1,enbart_nedlagd
KL2002,,,,0,0,0,0,1,enbart_nedlagd
KLA001,,,,0,0,0,0,1,enbart_nedlagd
KLA002,,,,0,0,0,0,1,enbart_nedlagd
KLA003,,,,0,0,0,0,1,enbart_nedlagd
KLA004,,,,0,0,0,0,1,enbart_nedlagd
KLA005,,,,0,0,0,0,1,enbart_nedlagd
KLA006,,,,0,0,0,0,1,enbart_nedlagd
KLA007,,,,0,0,0,0,1,enbart_nedlagd
KLB002,,,,0,0,0,0,1,enbart_nedlagd
KT0001,,,,0,0,0,0,1,enbart_nedlagd
KT1001,,,,0,0,0,0,1,enbart_nedlagd
KT1002,,,,0,0,0,0,1,enbart_nedlagd
KT1003,,,,0,0,0,0,1,enbart_nedlagd
KT1004,,,,0,0,0,0,1,enbart_nedlagd
KT1005,,,,0,0,0,0,1,enbart_nedlagd
KT1006,,,,0,0,0,0,1,enbart_nedlagd
KT1007,,,,0,0,0,0,1,enbart_nedlagd
KT1008,,,,0,0,0,0,1,enbart_nedlagd
KT1009,,,,0,0,0,0,1,enbart_nedlagd
KT1010,,,,0,0,0,0,1,enbart_nedlagd
KTA004,,,,0,0,0,0,1,enbart_nedlagd
KTA005,,,,0,0,0,0,1,enbart_nedlagd
KTA006,,,,0,0,0,0,1,enbart_nedlagd
KTA007,,,,0,0,0,0,1,enbart_nedlagd
KTA008,,,,0,0,0,0,1,enbart_nedlagd
KTA009,,,,0,0,0,0,1,enbart_nedlagd
KTA010,,,,0,0,0,0,1,enbart_nedlagd
KTA011,,,,0,0,0,0,1,enbart_nedlagd
KTA012,,,,0,0,0,0,1,enbart_nedlagd
KTA013,,,,0,0,0,0,1,enbart_nedlagd
KTA014,,,,0,0,0,0,1,enbart_nedlagd
KTB009,,,,0,0,0,0,1,enbart_nedlagd
KTB011,,,,0,0,0,0,1,enbart_nedlagd
KTB013,,,,0,0,0,0,1,enbart_nedlagd
KTB021,,,,0,0,0,0,1,enbart_nedlagd
KTB022,,,,0,0,0,0,1,enbart_nedlagd
KTB023,,,,0,0,0,0,1,enbart_nedlagd
KTB024,,,,0,0,0,0,1,enbart_nedlagd
KTB025,,,,0,0,0,0,1,enbart_nedlagd
KTB027,,,,0,0,0,0,1,enbart_nedlagd
KTB028,,,,0,0,0,0,1,enbart_nedlagd
KTB029,,,,0,0,0,0,1,enbart_nedlagd
KTB030,,,,0,0,0,0,1,enbart_nedlagd
KTC003,,,,0,0,0,0,1,enbart_nedlagd
KTC012,,,,0,0,0,0,1,enbart_nedlagd
KTC013,,,,0,0,0,0,1,enbart_nedlagd
KTC014,,,,0,0,0,0,1,enbart_nedlagd
KTD002,,,,0,0,0,0,1,enbart_nedlagd
KTD003,,,,0,0,0,0,1,enbart_nedlagd
KTD004,,,,0,0,0,0,1,enbart_nedlagd
KTD005,,,,0,0,0,0,1,enbart_nedlagd
KTD006,,,,0,0,0,0,1,enbart_nedlagd
KV1001,,,,0,0,0,0,1,enbart_nedlagd
KV1002,,,,0,0,0,0,1,enbart_nedlagd
KV1003,,,,0,0,0,0,1,enbart_nedlagd
KV1004,,,,0,0,0,0,1,enbart_nedlagd
KV1005,,,,0,0,0,0,1,enbart_nedlagd
KV1006,,,,0,0,0,0,1,enbart_nedlagd
KV1007,,,,0,0,0,0,1,enbart_nedlagd
KV1008,,,,0,0,0,0,1,enbart_nedlagd
KV1009,,,,0,0,0,0,1,enbart_nedlagd
KV2001,,,,0,0,0,0,1,enbart_nedlagd
KV2002,,,,0,0,0,0,1,enbart_nedlagd
KVA002,,,,0,0,0,0,1,enbart_nedlagd
KVA003,,,,0,0,0,0,1,enbart_nedlagd
KVA004,,,,0,0,0,0,1,enbart_nedlagd
KVA005,,,,0,0,0,0,1,enbart_nedlagd
KVA006,,,,0,0,0,0,1,enbart_nedlagd
KVA007,,,,0,0,0,0,1,enbart_nedlagd
KVB001,,,,0,0,0,0,1,enbart_nedlagd
KVB002,,,,0,0,0,0,1,enbart_nedlagd
KVB003,,,,0,0,0,0,1,enbart_nedlagd
KVB004,,,,0,0,0,0,1,enbart_nedlagd
KVB005,,,,0,0,0,0,1,enbart_nedlagd
KVB006,,,,0,0,0,0,1,enbart_nedlagd
KVB007,,,,0,0,0,0,1,enbart_nedlagd
KVB008,,,,0,0,0,0,1,enbart_nedlagd
KVB009,,,,0,0,0,0,1,enbart_nedlagd
KVB010,,,,0,0,0,0,1,enbart_nedlagd
KVC001,,,,0,0,0,0,1,enbart_nedlagd
KVD001,,,,0,0,0,0,1,enbart_nedlagd
LI1001,,,,0,0,0,0,1,enbart_nedlagd
LI1002,,,,0,0,0,0,1,enbart_nedlagd
LI1003,,,,0,0,0,0,1,enbart_nedlagd
LI1004,,,,0,0,0,0,1,enbart_nedlagd
LI1005,,,,0,0,0,0,1,enbart_nedlagd
LI1006,,,,0,0,0,0,1,enbart_nedlagd
LI1007,,,,0,0,0,0,1,enbart_nedlagd
LI1008,,,,0,0,0,0,1,enbart_nedlagd
LI1009,,,,0,0,0,0,1,enbart_nedlagd
LI1010,,,,0,0,0,0,1,enbart_nedlagd
LI1011,,,,0,0,0,0,1,enbart_nedlagd
LI1012,,,,0,0,0,0,1,enbart_nedlagd
LI1013,,,,0,0,0,0,1,enbart_nedlagd
LI1014,,,,0,0,0,0,1,enbart_nedlagd
LI1015,,,,0,0,0,0,1,enbart_nedlagd
LI1016,,,,0,0,0,0,1,enbart_nedlagd
LI1017,,,,0,0,0,0,1,enbart_nedlagd
LI1018,,,,0,0,0,0,1,enbart_nedlagd
LI1019,,,,0,0,0,0,1,enbart_nedlagd
LI1020,,,,0,0,0,0,1,enbart_nedlagd
LI1021,,,,0,0,0,0,1,enbart_nedlagd
LI1022,,,,0,0,0,0,1,enbart_nedlagd
LI1023,,,,0,0,0,0,1,enbart_nedlagd
LI1024,,,,0,0,0,0,1,enbart_nedlagd
LI1025,,,,0,0,0,0,1,enbart_nedlagd
LI1026,,,,0,0,0,0,1,enbart_nedlagd
LI1027,,,,0,0,0,0,1,enbart_nedlagd
LI1028,,,,0,0,0,0,1,enbart_nedlagd
LI1029,,,,0,0,0,0,1,enbart_nedlagd
LI1031,,,,0,0,0,0,1,enbart_nedlagd
LI1032,,,,0,0,0,0,1,enbart_nedlagd
LI1033,,,,0,0,0,0,1,enbart_nedlagd
LI1034,,,,0,0,0,0,1,enbart_nedlagd
LI1035,,,,0,0,0,0,1,enbart_nedlagd
LI1036,,,,0,0,0,0,1,enbart_nedlagd
LI1037,,,,0,0,0,0,1,enbart_nedlagd
LI1038,,,,0,0,0,0,1,enbart_nedlagd
LI1039,,,,0,0,0,0,1,enbart_nedlagd
LI1040,,,,0,0,0,0,1,enbart_nedlagd
LI1041,,,,0,0,0,0,1,enbart_nedlagd
LI1042,,,,0,0,0,0,1,enbart_nedlagd
LI1043,,,,0,0,0,0,1,enbart_nedlagd
LI1044,,,,0,0,0,0,1,enbart_nedlagd
LI1045,,,,0,0,0,0,1,enbart_nedlagd
LI1046,,,,0,0,0,0,1,enbart_nedlagd
LI1047,,,,0,0,0,0,1,enbart_nedlagd
LI2001,,,,0,0,0,0,1,enbart_nedlagd
LI2002,,,,0,0,0,0,1,enbart_nedlagd
LI2003,,,,0,0,0,0,1,enbart_nedlagd
LI2004,,,,0,0,0,0,1,enbart_nedlagd
LI2005,,,,0,0,0,0,1,enbart_nedlagd
LI2006,,,,0,0,0,0,1,enbart_nedlagd
LI2007,,,,0,0,0,0,1,enbart_nedlagd
LI2008,,,,0,0,0,0,1,enbart_nedlagd
LI2009,,,,0,0,0,0,1,enbart_nedlagd
LI2010,,,,0,0,0,0,1,enbart_nedlagd
LI2011,,,,0,0,0,0,1,enbart_nedlagd
LI2012,,,,0,0,0,0,1,enbart_nedlagd
LI2013,,,,0,0,0,0,1,enbart_nedlagd
LI2014,,,,0,0,0,0,1,enbart_nedlagd
LI2015,,,,0,0,0,0,1,enbart_nedlagd
LI2016,,,,0,0,0,0,1,enbart_nedlagd
LI2017,,,,0,0,0,0,1,enbart_nedlagd
LI2018,,,,0,0,0,0,1,enbart_nedlagd
LI2019,,,,0,0,0,0,1,enbart_nedlagd
LI2020,,,,0,0,0,0,1,enbart_nedlagd
LI3001,,,,0,0,0,0,1,enbart_nedlagd
LI3002,,,,0,0,0,0,1,enbart_nedlagd
LI3003,,,,0,0,0,0,1,enbart_nedlagd
LI3004,,,,0,0,0,0,1,enbart_nedlagd
LI3005,,,,0,0,0,0,1,enbart_nedlagd
LI3006,,,,0,0,0,0,1,enbart_nedlagd
LI3007,,,,0,0,0,0,1,enbart_nedlagd
LI3008,,,,0,0,0,0,1,enbart_nedlagd
LI3009,,,,0,0,0,0,1,enbart_nedlagd
LI3010,,,,0,0,0,0,1,enbart_nedlagd
LI3011,,,,0,0,0,0,1,enbart_nedlagd
LI3012,,,,0,0,0,0,1,enbart_nedlagd
LI3013,,,,0,0,0,0,1,enbart_nedlagd
LIA011,,,,0,0,0,0,1,enbart_nedlagd
LIA021,,,,0,0,0,0,1,enbart_nedlagd
LIA022,,,,0,0,0,0,1,enbart_nedlagd
LIA023,,,,0,0,0,0,1,enbart_nedlagd
LIA024,,,,0,0,0,0,1,enbart_nedlagd
LIA025,,,,0,0,0,0,1,enbart_nedlagd
LIB008,,,,0,0,0,0,1,enbart_nedlagd
LIB009,,,,0,0,0,0,1,enbart_nedlagd
LIB010,,,,0,0,0,0,1,enbart_nedlagd
LIB011,,,,0,0,0,0,1,enbart_nedlagd
LIB012,,,,0,0,0,0,1,enbart_nedlagd
LIB013,,,,0,0,0,0,1,enbart_nedlagd
LIB014,,,,0,0,0,0,1,enbart_nedlagd
LIC005,,,,0,0,0,0,1,enbart_nedlagd
LIC007,,,,0,0,0,0,1,enbart_nedlagd
LIC008,,,,0,0,0,0,1,enbart_nedlagd
LIC009,,,,0,0,0,0,1,enbart_nedlagd
LIC010,,,,0,0,0,0,1,enbart_nedlagd
LIC011,,,,0,0,0,0,1,enbart_nedlagd
LIC012,,,,0,0,0,0,1,enbart_nedlagd
LIC013,,,,0,0,0,0,1,enbart_nedlagd
LID002,,,,0,0,0,0,1,enbart_nedlagd
LID003,,,,0,0,0,0,1,enbart_nedlagd
LID004,,,,0,0,0,0,1,enbart_nedlagd
LID005,,,,0,0,0,0,1,enbart_nedlagd
LID006,,,,0,0,0,0,1,enbart_nedlagd
LID007,,,,0,0,0,0,1,enbart_nedlagd
LID008,,,,0,0,0,0,1,enbart_nedlagd
LID009,,,,0,0,0,0,1,enbart_nedlagd
LP1001,,,,0,0,0,0,1,enbart_nedlagd
LP1002,,,,0,0,1,0,1,blomma_historik_arkiverad
LP1003,,,,0,0,0,0,1,enbart_nedlagd
LP1004,,,,0,0,0,0,1,enbart_nedlagd
LP1005,,,,0,0,0,0,1,enbart_nedlagd
LP1006,,,,0,0,0,0,1,enbart_nedlagd
LP1007,,,,0,0,0,0,1,enbart_nedlagd
LP1008,,,,0,0,0,0,1,enbart_nedlagd
LP1009,,,,0,0,0,0,1,enbart_nedlagd
LP1011,,,,0,0,0,0,1,enbart_nedlagd
LP1012,,,,0,0,0,0,1,enbart_nedlagd
LP1013,,,,0,0,0,0,1,enbart_nedlagd
LP1014,,,,0,0,0,0,1,enbart_nedlagd
LP1015,,,,0,0,0,0,1,enbart_nedlagd
LP1016,,,,0,0,0,0,1,enbart_nedlagd
LP1017,,,,0,0,0,0,1,enbart_nedlagd
LP1018,,,,0,0,0,0,1,enbart_nedlagd
LP1019,,,,0,0,0,0,1,enbart_nedlagd
LP1020,,,,0,0,0,0,1,enbart_nedlagd
LP1021,,,,0,0,0,0,1,enbart_nedlagd
LP1022,,,,0,0,0,0,1,enbart_nedlagd
LP1023,,,,0,0,0,0,1,enbart_nedlagd
LP1024,,,,0,0,0,0,1,enbart_nedlagd
LP1025,,,,0,0,0,0,1,enbart_nedlagd
LP1026,,,,0,0,0,0,1,enbart_nedlagd
LP1027,,,,0,0,0,0,1,enbart_nedlagd
LP1028,,,,0,0,0,0,1,enbart_nedlagd
LP1029,,,,0,0,0,0,1,enbart_nedlagd
LP1030,,,,0,0,0,0,1,enbart_nedlagd
LP1031,,,,0,0,0,0,1,enbart_nedlagd
LP1032,Examensarbete för högskoleexamen i musik- och ljuddesign,IKS,LPU,1,0,1,1,0,triangulerad
LP1033,,,,0,0,0,0,1,enbart_nedlagd
LP1034,,,,0,0,0,0,1,enbart_nedlagd
LP1035,,,,0,0,0,0,1,enbart_nedlagd
LP1036,,,,0,0,0,0,1,enbart_nedlagd
LP1037,,,,0,0,0,0,1,enbart_nedlagd
LP1038,,,,0,0,0,0,1,enbart_nedlagd
LP1039,,,,0,0,0,0,1,enbart_nedlagd
LP1040,,,,0,0,0,0,1,enbart_nedlagd
LP1041,,,,0,0,0,0,1,enbart_nedlagd
LP1042,,,,0,0,0,0,1,enbart_nedlagd
LP1043,,,,0,0,0,0,1,enbart_nedlagd
LP1044,,,,0,0,0,0,1,enbart_nedlagd
LP1045,,,,0,0,0,0,1,enbart_nedlagd
LP1046,,,,0,0,0,0,1,enbart_nedlagd
LP1047,,,,0,0,0,0,1,enbart_nedlagd
LP1048,,,,0,0,0,0,1,enbart_nedlagd
LP1049,,,,0,0,0,0,1,enbart_nedlagd
LP1050,,,,0,0,0,0,1,enbart_nedlagd
LP1051,,,,0,0,0,0,1,enbart_nedlagd
LP1052,Ljudläggning till rörliga bilder,IKS,LPU,1,0,1,1,0,triangulerad
LP1053,Entreprenörskap för medieproducenter,IKS,LPU,1,0,1,1,0,triangulerad
LP1054,Kommunikationsteorier,IKS,LPU,1,0,1,1,0,triangulerad
LP1055,,,,0,0,0,0,1,enbart_nedlagd
LP1056,,,,0,0,0,0,1,enbart_nedlagd
LP1057,,,,0,0,0,0,1,enbart_nedlagd
LP1058,,,,0,0,0,0,1,enbart_nedlagd
LP1059,,,,0,0,0,0,1,enbart_nedlagd
LP1060,,,,0,0,0,0,1,enbart_nedlagd
LP1061,,,,0,0,0,0,1,enbart_nedlagd
LP1062,,,,0,0,0,0,1,enbart_nedlagd
LP1063,,,,0,0,0,0,1,enbart_nedlagd
LP1064,Liveljud och liveinspelning,IKS,LPU,1,0,1,1,0,triangulerad
LP1065,Vetenskaplig uppsats i Ljud- och musikproduktion,IKS,LPU,1,0,1,1,0,triangulerad
LP1066,,,,0,0,0,0,1,enbart_nedlagd
LP1067,,,,0,0,0,0,1,enbart_nedlagd
LP1068,,,,0,0,0,0,1,enbart_nedlagd
LP1069,,,,0,0,0,0,1,enbart_nedlagd
LP1070,,,,0,0,0,0,1,enbart_nedlagd
LP1071,Från idé till master,IKS,LPU,1,0,1,1,0,triangulerad
LP1072,Produktionsprocesser och - villkor inom musikproduktion,IKS,LPU,1,0,1,1,0,triangulerad
LP1073,,,,0,0,0,0,1,enbart_nedlagd
LP1074,Analys av musikproduktioner,IKS,LPU,1,0,1,1,0,triangulerad
LP1075,Möten med skilda musikgenrer,IKS,LPU,1,0,1,1,0,triangulerad
LP1076,Ljud- och musikproduktion som projektarbete,IKS,LPU,1,0,1,1,0,triangulerad
LP1077,,,,0,0,0,0,1,enbart_nedlagd
LP1078,,,,0,0,0,0,1,enbart_nedlagd
LP1079,,,,0,0,0,0,1,enbart_nedlagd
LP1080,Audioteknologi 2,IKS,LPU,1,0,1,1,0,triangulerad
LP1081,,,,0,0,0,0,1,enbart_nedlagd
LP1082,,,,0,0,0,0,1,enbart_nedlagd
LP1083,,,,0,0,0,0,1,enbart_nedlagd
LP1084,,,,0,0,0,0,1,enbart_nedlagd
LP2001,,,,0,0,0,0,1,enbart_nedlagd
LP2002,,,,0,0,0,0,1,enbart_nedlagd
LP2003,,,,0,0,0,0,1,enbart_nedlagd
LP2004,,,,0,0,0,0,1,enbart_nedlagd
LP2005,,,,0,0,0,0,1,enbart_nedlagd
LP2006,,,,0,0,0,0,1,enbart_nedlagd
LP2007,,,,0,0,0,0,1,enbart_nedlagd
LP2008,,,,0,0,0,0,1,enbart_nedlagd
LP2009,"Ljudproduktion, fördjupningskurs",IKS,LPU,1,0,1,1,0,triangulerad
LP2010,"Audiovisuell produktion, fördjupningskurs",IKS,LPU,1,0,1,1,0,triangulerad
LP2011,,,,0,0,0,0,1,enbart_nedlagd
LP2012,"Musikproduktion, fördjupningskurs",IKS,LPU,1,0,1,1,0,triangulerad
