Utbildningsområde per kurs (Ladok);;;;;;
Uppdaterad tisdag 3 mars 2026;;;;;;
Kurskod;Kursnamn;HP;Utbildningsområde;UtbOmrKod;Andel (%);Giltig fr.o.m.
SO3013;Sociologiska perspektiv på arbete och arbetets förändringar;7,5;Samhällsvetenskapliga området;SA;100;HT2012
SP1050;Spanska II: Skriftlig språkfärdighet och grammatik;6;Humanistiska området;HU;100;HT2018
SP1051;Spanska II: Språklig variation i den spansktalande världen;6;Humanistiska området;HU;100;HT2018
SP1052;Spanska II: Från inbördeskriget till nutiden: Litteratur, film och samhälle i Spanien;6;Humanistiska området;HU;100;HT2018
SP1053;Spanska II: Från 1900 till nutiden: Litteratur, film och samhälle i Latinamerika;6;Humanistiska området;HU;100;HT2018
SP2021;Spanska III Litteraturvetenskaplig inriktning: Kandidatexamensarbete;15;Humanistiska området;HU;100;HT2018
SP2022;Spanska III Litteraturvetenskaplig inriktning: 1900-talets litteratur i Spanien och Spanskamerika;7,5;Humanistiska området;HU;100;HT2018
SP2023;Spanska III Litteraturvetenskaplig inriktning: Spansk litteratur, från guldåldern till realismen;7,5;Humanistiska området;HU;100;HT2018
SP2024;Spanska III Lingvistisk inriktning: Människan, språket och samhället. Spansk sociolingvistik;15;Humanistiska området;HU;100;HT2018
SQ1003;Vetenskaplig metod;7,5;Samhällsvetenskapliga området;SA;50;HT2018
SQ1003;Vetenskaplig metod;7,5;Tekniska området;TE;50;HT2018
SR3001;Mödra- och barnhälsovård - evidens i praktiken;7,5;Medicinska området;ME;25;HT2018
SR3001;Mödra- och barnhälsovård - evidens i praktiken;7,5;Vårdområdet;VÅ;75;HT2018
SR3002;Evidensbaserad praktik och forskning;7,5;Medicinska området;ME;25;HT2018
SR3002;Evidensbaserad praktik och forskning;7,5;Vårdområdet;VÅ;75;HT2018
SR3003;Sexuell, reproduktiv hälsa och rättigheter med fokus på genus;7,5;Medicinska området;ME;25;HT2018
SR3003;Sexuell, reproduktiv hälsa och rättigheter med fokus på genus;7,5;Vårdområdet;VÅ;75;HT2018
SR3004;Undervisning och lärande för barnmorskeutbildare;7,5;Medicinska området;ME;25;HT2018
SR3004;Undervisning och lärande för barnmorskeutbildare;7,5;Vårdområdet;VÅ;75;HT2018
SR3005;Organisation och ledarskap inom barnmorskans yrkes- och ansvarsområde;7,5;Medicinska området;ME;25;HT2018
SR3005;Organisation och ledarskap inom barnmorskans yrkes- och ansvarsområde;7,5;Vårdområdet;VÅ;75;HT2018
SR3006;Forskningsmetodik för utveckling av projektplan;7,5;Medicinska området;ME;25;HT2018
SR3006;Forskningsmetodik för utveckling av projektplan;7,5;Vårdområdet;VÅ;75;HT2018
SR3007;Examensarbete för magisterexamen i sexuell, reproduktiv och perinatal hälsa;15;Medicinska området;ME;25;HT2018
SR3007;Examensarbete för magisterexamen i sexuell, reproduktiv och perinatal hälsa;15;Vårdområdet;VÅ;75;HT2018
SR3008;Profession, teori och metod;7,5;Medicinska området;ME;25;HT2018
SR3008;Profession, teori och metod;7,5;Vårdområdet;VÅ;75;HT2018
SR3009;Sexuell och reproduktiv hälsa;9;Medicinska området;ME;75;HT2018
SR3009;Sexuell och reproduktiv hälsa;9;Vårdområdet;VÅ;25;HT2018
SR3010;Graviditet, förlossning och postpartumvård;13,5;Medicinska området;ME;75;HT2018
SR3010;Graviditet, förlossning och postpartumvård;13,5;Vårdområdet;VÅ;25;HT2018
SR3011;Förlossningsvård I, verksamhetsförlagd utbildning;9;Medicinska området;ME;25;HT2018
SR3011;Förlossningsvård I, verksamhetsförlagd utbildning;9;Vårdområdet;VÅ;75;HT2018
SR3012;Gynekologisk vård och postpartumvård, verksamhetsförlagd utbildning;9;Medicinska området;ME;25;HT2018
SR3012;Gynekologisk vård och postpartumvård, verksamhetsförlagd utbildning;9;Vårdområdet;VÅ;75;HT2018
SR3013;Examensarbete i sexuell, reproduktiv och perinatal hälsa;15;Medicinska området;ME;25;HT2018
SR3013;Examensarbete i sexuell, reproduktiv och perinatal hälsa;15;Vårdområdet;VÅ;75;HT2018
SR3014;Förlossningsvård II, verksamhetsförlagd utbildning;13,5;Medicinska området;ME;25;HT2018
SR3014;Förlossningsvård II, verksamhetsförlagd utbildning;13,5;Vårdområdet;VÅ;75;HT2018
SR3015;Mödrahälsovård och folkhälsa, verksamhetsförlagd utbildning;13,5;Medicinska området;ME;25;HT2018
SR3015;Mödrahälsovård och folkhälsa, verksamhetsförlagd utbildning;13,5;Vårdområdet;VÅ;75;HT2018
SS1012;Svenska som andraspråk: Flerspråkig utveckling;7,5;Humanistiska området;HU;100;HT2007
SS1013;Svenska som andraspråk: Läsa och skriva på ett andraspråk I;7,5;Humanistiska området;HU;100;HT2007
SS1014;Svensk språkfärdighet: textanalys och skriftlig framställning;7,5;Humanistiska området;HU;100;VT2008
SS1015;Svensk språkfärdighet: språkstruktur;7,5;Humanistiska området;HU;100;VT2008
SS1016;Svensk språkfärdighet: muntlig framställning;7,5;Humanistiska området;HU;100;VT2008
SS1018;Nybörjarsvenska för akademiker II;30;Humanistiska området;HU;100;VT2008
SS1020;Svensk språkfärdighet 2: Uppsatsskrivande;7,5;Humanistiska området;HU;100;VT2008
SS1021;Nybörjarsvenska för akademiker III;30;Humanistiska området;HU;100;VT2008
SS1022;Svensk språkfärdighet 2: Textanalys och skriftlig framställning;7,5;Humanistiska området;HU;100;VT2008
SS1023;Svensk språkfärdighet 2: Muntlig framställning;7,5;Humanistiska området;HU;100;VT2008
SS1024;Svenska som andraspråk för verksamma lärare I (ingår i Lärarfortbildningen);30;Humanistiska området;HU;100;VT2009
SS1025;Svenska som andraspråk för verksamma lärare 1a (ingår i Lärarfortbildningen);15;Humanistiska området;HU;100;VT2009
SS1026;Svenska som andraspråk för verksamma lärare 1b (ingår i Lärarfortbildningen);15;Humanistiska området;HU;100;VT2009
SS1027;Den språkande människan;30;Humanistiska området;HU;75;HT2009
SS1027;Den språkande människan;30;Undervisningsområdet;LU;25;HT2009
SS1028;Interkulturellt arbetsätt i förskolan samt de tidigare åren i grundskolan;7,5;Humanistiska området;HU;100;HT2010
SS1029;Att utveckla och dokumentera barns språkliga utveckling - ingår i Förskolelyftet;15;Humanistiska området;HU;100;VT2011
SS1030;Svensk grammatik och lexikon i ett andraspråksperspektiv;7,5;Humanistiska området;HU;100;VT2011
SS1031;Svensk fonetik och uttalsundervisning I;7,5;Humanistiska området;HU;100;2011H
SS1032;Andraspråksinlärning för verksamma lärare;7,5;Humanistiska området;HU;100;VT2011
SS1033;Andraspråksinlärning för verksamma lärare;7,5;Humanistiska området;HU;100;VT2011
SS1034;Svenska som andraspråk för lärare, 30 hp (1-30 hp), åk 1-9 - ingår i Lärarlyftet;30;Humanistiska området;HU;100;VT2011
SS1035;Att utveckla och dokumentera barns språkliga utveckling;15;Humanistiska området;HU;100;VT2011
SS1036;Språkstimulering genom skapande verksamhet;7,5;Humanistiska området;HU;100;VT2011
SS1037;Språkanalys och språkstruktur;7,5;Humanistiska området;HU;100;VT2011
SS1038;Barns språk- och skriftspråksutveckling;7,5;Humanistiska området;HU;100;VT2011
SS1039;Sagor och berättande;7,5;Humanistiska området;HU;100;VT2011
SS1040;Svenska som andraspråk för lärare åk 7-9, 45 hp (1-45). Ingår i Lärarlyftet;45;Humanistiska området;HU;100;VT2012
SS1041;Svenska som andraspråk för lärare åk 7-9, 15 hp (31-45). Ingår i Lärarlyftet;15;Humanistiska området;HU;100;VT2012
SS1042;Svenska som andraspråk för lärare åk 4-6, 30 hp (1-30). Ingår i Lärarlyftet;30;Humanistiska området;HU;100;VT2012
SS1043;Svenska som andraspråk för lärare åk 7-9, 30 hp (16-45). Ingår i Lärarlyftet;30;Humanistiska området;HU;100;VT2012
SS1045;Flerspråkighet och andraspråksutveckling;7,5;Humanistiska området;HU;100;HT2018
SS1046;Skriftspråksutveckling och flerspråkighet;7,5;Humanistiska området;HU;100;HT2012
SS1048;Svenska som andraspråk för lärare åk 4-6, 15 hp (16-30). Ingår i Lärarlyftet;15;Humanistiska området;HU;100;HT2012
SS1049;Lärande i flerspråkiga sammanhang;7,5;Humanistiska området;HU;100;HT2012
SS1051;Interaktion och lärande i ett flerspråkigt perspektiv;7,5;Humanistiska området;HU;100;HT2012
SS1052;Literacy och flerspråkighet;7,5;Humanistiska området;HU;100;HT2012
SS1064;Svenska som andraspråk för lärare åk 4-6, 15 hp (16-30). Ingår i Lärarlyftet II;15;Humanistiska området;HU;100;VT2013
SS1065;Svenska som andraspråk för lärare åk 7-9, 30 hp (16-45). Ingår i Lärarlyftet II;30;Humanistiska området;HU;100;VT2013
SS1066;Modersmålsutveckling i minoritetssammanhang I;1,5;Humanistiska området;HU;100;VT2013
SS1067;Flerspråkighet för modersmålslärare I;1,5;Humanistiska området;HU;100;VT2013
SS1068;Lärande i flerspråkiga sammanhang;7,5;Humanistiska området;HU;100;VT2013
SS1070;Flerspråkighet för modersmålslärare II: Den flerspråkiga individen;1,5;Humanistiska området;HU;100;HT2013
SS1071;Flerspråkighet för modersmålslärare III: Kommunikationsmönster i flerspråkiga sammanhang;1,5;Humanistiska området;HU;100;HT2013
SS1072;Flerspråkighet för modersmålslärare IV: Flerspråkighet och utbildning;1,5;Humanistiska området;HU;100;HT2013
SS1073;Flerspråkighet för modersmålslärare V: Modersmål i det mångspråkiga Sverige;1,5;Humanistiska området;HU;100;HT2013
SS1074;Modersmålsutveckling i minoritetssammanhang II;1,5;Humanistiska området;HU;100;HT2013
SS1075;Modersmålsutveckling i minoritetssammanhang III;1,5;Humanistiska området;HU;100;HT2013
SS1076;Modersmålsutveckling i minoritetssammanhang IV;1,5;Humanistiska området;HU;100;HT2013
SS1077;Modersmålsutveckling i minoritetssammanhang V;1,5;Humanistiska området;HU;100;HT2013
SS1079;Att läsa och skriva för första gången på svenska som andraspråk;7,5;Humanistiska området;HU;100;HT2013
SS1080;Somaliska, basstrukturer;7,5;Humanistiska området;HU;100;HT2014
SS1081;Somaliska, komplexa strukturer;7,5;Humanistiska området;HU;100;HT2014
SS1082;Somalisk sociolingvistik;7,5;Humanistiska området;HU;100;HT2014
SS1083;Somalisk litteratur;7,5;Humanistiska området;HU;100;HT2014
SS1085;Svenska som andraspråk för lärare åk 7-9, 45 hp (1-45). Ingår i Lärarlyftet II;45;Humanistiska området;HU;100;HT2018
SS1086;Svenska som andraspråk för lärare åk 7-9, 30 hp (16-45). Ingår i Lärarlyftet II;30;Humanistiska området;HU;100;VT2015
SS1087;Svenska som andraspråk i ett ämneslärarperspektiv;30;Humanistiska området;HU;100;HT2015
SS2003;Fonetik i ett andraspråksperspektiv med särskild inriktning på svenska som målspråk;7,5;Humanistiska området;HU;100;VT2009
SS2005;Svenska som andraspråk för lärare i gymnasiet, 30 hp (61-90) Ingår i Lärarlyftet;30;Humanistiska området;HU;100;VT2012
SS2006;Språk och nationalitet i afrikanska flerspråkiga samhällen;7,5;Humanistiska området;HU;100;VT2013
SS2007;Svenska som andraspråk III -  examensarbete för kandidatexamen;15;Humanistiska området;HU;100;HT2018
SS2009;Svenska som andraspråk III - Andraspråksforskning;15;Humanistiska området;HU;100;HT2018
SS2010;Svenska som andraspråk III med didaktisk inriktning;30;Humanistiska området;HU;75;HT2018
SS2010;Svenska som andraspråk III med didaktisk inriktning;30;Undervisningsområdet;LU;25;HT2018
SS2011;Svenska som andraspråk för lärare i gymnasiet, 60 hp (31-90). Ingår i Lärarlyftet II;60;Humanistiska området;HU;100;VT2015
SS3002;Flerspråkighet som fenomen och företeelse - vetenskapsteoretiska förklaringsmodeller och metodologiska perspektiv;7,5;Humanistiska området;HU;100;HT2018
SS3003;Svenska som andraspråk i ett utvecklingsperspektiv - förklaringsmodeller och metodologiska perspektiv;7,5;Humanistiska området;HU;100;HT2018
SS3004;Svenska som andraspråk i ett tvärspråkligt perspektiv;7,5;Humanistiska området;HU;100;HT2018
SS3006;Flerspråkighet, identitet och kulturmöten i sociala sammanhang;7,5;Humanistiska området;HU;100;HT2018
SS3007;Flerspråkighet, interaktion och identitetsskapande i klassrum;7,5;Humanistiska området;HU;100;HT2018
SS3008;Flerspråkiga röster i svensk skönlitteratur;7,5;Humanistiska området;HU;100;HT2018
SS3009;Litteracitet och flerspråkighet;7,5;Humanistiska området;HU;100;HT2018
SS3010;Svensk fonologi i ett andraspråksperspektiv;7,5;Humanistiska området;HU;100;HT2018
SS3011;Svenska som andraspråk: Examensarbete för magisterexamen;15;Humanistiska området;HU;100;HT2018
SS3014;Flerspråkighet i ett samhällsperspektiv;7,5;Humanistiska området;HU;100;HT2018
SSAA01;Korta vägen;27;Samhällsvetenskapliga området;SA;100;VT2010
ST1001;Data analys och statistik I;7,5;Naturvetenskapliga området;NA;100;HT2007
ST1003;Statistik, data analys och sannolikhetskalkyl för ekonomer;15;Naturvetenskapliga området;NA;100;VT2008
ST1004;Grundkurs i Statistik - Distans;7,5;Naturvetenskapliga området;NA;100;VT2008
ST1005;Data Analys och Statistik I för tekniker och naturvetare;7,5;Naturvetenskapliga området;NA;100;VT2008
ST1006;Data Analys och Statistik I för tekniker och naturvetare - Distans;7,5;Naturvetenskapliga området;NA;100;VT2008
ST1007;Statistik inom datavetenskap och IT;7,5;Naturvetenskapliga området;NA;100;VT2008
ST1008;Hasardspel och sannolikhetslära;7,5;Naturvetenskapliga området;NA;100;VT2008
ST1009;Statistik, data analys och sannolikhetskalkyl för ekonomer;15;Naturvetenskapliga området;NA;100;VT2009
ST1011;Statistik, data analys och sannolikhetskalkyl för ekonomer;15;Naturvetenskapliga området;NA;100;HT2010
ST1013;Dataanalys och statistik I;7,5;Naturvetenskapliga området;NA;100;HT2018
ST2001;Teori och statistik;22,5;Naturvetenskapliga området;NA;100;HT2007
ST2003;Teori och Statistik;15;Naturvetenskapliga området;NA;100;VT2008
ST3001;Matematik för avancerad Statistik;7,5;Naturvetenskapliga området;NA;100;HT2007
ST3002;Generaliserade Linjära Modeller;7,5;Naturvetenskapliga området;NA;100;HT2007
ST3008;Strukturella ekvationsmodeller;7,5;Naturvetenskapliga området;NA;100;VT2008
TR1007;Event Management;7,5;Samhällsvetenskapliga området;SA;100;VT2008
TR1011;Kulturellt Medvetande inom Turism- och Sevicenäringen;7,5;Samhällsvetenskapliga området;SA;100;HT2009
TR1013;Rumsliga och ekonomiska aspekter på turism;7,5;Samhällsvetenskapliga området;SA;100;VT2013
TR1016;Turism och destinationsutveckling i Sverige;7,5;Samhällsvetenskapliga området;SA;100;VT2018
TR1018;Marknadsanalyser med hjälp av GIS;15;Tekniska området;TE;100;HT2018
TR1019;Introduktion till GIS;7,5;Tekniska området;TE;100;HT2018
TR1024;Resurser och produkter för turism;7,5;Samhällsvetenskapliga området;SA;100;HT2014
TR1025;Ledning av tjänsteföretag inom turism;7,5;Samhällsvetenskapliga området;SA;100;HT2014
TR1027;Resurser och produkter för turism;7,5;Samhällsvetenskapliga området;SA;100;HT2018
TR1028;Hållbar planering och utveckling av destinationer;15;Samhällsvetenskapliga området;SA;100;HT2018
TR1029;Ledning av tjänsteföretag inom turism;7,5;Samhällsvetenskapliga området;SA;100;HT2018
TR1030;Introduktion till turism och destinationsutveckling;15;Samhällsvetenskapliga området;SA;100;VT2016
TR1031;Kulturellt medvetande inom Turism- och Servicenäringen;7,5;Samhällsvetenskapliga området;SA;100;HT2018
TR1033;Turism och samhälle;7,5;Samhällsvetenskapliga området;SA;100;HT2018
TR1034;Verksamhetsförlagt projektarbete i Turismvetenskap;15;Samhällsvetenskapliga området;SA;100;HT2018
TR1035;Internationella evenemang och festivaler;7,5;Samhällsvetenskapliga området;SA;100;HT2018
TR1036;Turismteori och praxis;7,5;Samhällsvetenskapliga området;SA;100;HT2018
TR2004;Turismvetenskaplig teori och metod;15;Samhällsvetenskapliga området;SA;100;HT2018
TR2005;Examensarbete för kandidatexamen i Turismvetenskap;15;Samhällsvetenskapliga området;SA;100;HT2018
TR3006;Evenemangsturism - planering, marknadsföring, utvärdering;7,5;Samhällsvetenskapliga området;SA;100;HT2012
TR3008;Examensarbete för Magisterexamen i turismvetenskap;15;Samhällsvetenskapliga området;SA;100;HT2018
TR3009;Evenemangsturism - planering, marknadsföring, utvärdering;7,5;Samhällsvetenskapliga området;SA;100;HT2018
TR3010;Teori och forskningsmetoder;15;Samhällsvetenskapliga området;SA;100;HT2018
TY1005;Tyska: Skriftlig språkfärdighet I;7,5;Humanistiska området;HU;75;HT2007
TY1005;Tyska: Skriftlig språkfärdighet I;7,5;Undervisningsområdet;LU;25;HT2007
TY1038;Tyska: Språkdidaktik I;6;Humanistiska området;HU;75;HT2018
TY1038;Tyska: Språkdidaktik I;6;Undervisningsområdet;LU;25;HT2018
TY1049;Tyskspråkig litteratur och litteraturhistoria;7,5;Humanistiska området;HU;100;HT2018
TY1050;Tyska: Skriftlig språkfärdighet II;7,5;Humanistiska området;HU;100;HT2018
TY1066;Tyska, Språkdidaktik II;6;Humanistiska området;HU;75;HT2018
TY1066;Tyska, Språkdidaktik II;6;Undervisningsområdet;LU;25;HT2018
TY1067;Tyska grundläggande kurs I;7,5;Humanistiska området;HU;100;HT2018
TY1068;Tyska grundläggande kurs II;7,5;Humanistiska området;HU;100;HT2018
TY1069;Tyska: Språk- och kulturhistoria med akademiskt skrivande;7,5;Humanistiska området;HU;100;HT2018
TY1070;Tyska grundläggande kurs III;7,5;Humanistiska området;HU;100;HT2018
TY1071;Tyska grundläggande kurs IV;7,5;Humanistiska området;HU;100;HT2018
TY1073;Tyska: Muntlig språkfärdighet och kulturkunskap II;7,5;Humanistiska området;HU;100;HT2018
TY2004;Tyska: Tyskspråkig litteratur och litteraturvetenskap;7,5;Humanistiska området;HU;100;HT2018
TY2007;Tyska: Examensarbete;15;Humanistiska området;HU;100;HT2018
TY2008;Tyska: Den moderna tyskspråkiga lingvistikens utveckling;7,5;Humanistiska området;HU;100;HT2018
TY3010;Tyska: Magisterexamensarbete;15;Humanistiska området;HU;100;HT2018
TY3012;Tyska: Språkvetenskapens historia;7,5;Humanistiska området;HU;100;HT2018
TY3013;Tyska: Modern kvinnolitteratur;7,5;Humanistiska området;HU;100;HT2018
TY3015;Tyska: Intertextualitet och intermedialitet i teori och praktik;7,5;Humanistiska området;HU;100;HT2018
TY3016;Tyska: Former och villkor för dramer och prosatexter;7,5;Humanistiska området;HU;100;HT2018
VA3115;Mödra- och barnhälsovård - evidens i praktiken;7,5;Vårdområdet;VÅ;100;VT2016
VU1001;Munhälsa I - patientkommunikation och egenvård;15;Vårdområdet;VÅ;100;HT2007
VU1005;Verksamhetsförlagd utbildning I - munhälsovårdsprocessen;7;Vårdområdet;VÅ;100;HT2007
VU1006;Munhälsa II - munhälsovårdsprocessen;13;Vårdområdet;VÅ;100;HT2007
VU1008;Verksamhetsförlagd utbildning II - munhälsovårdsprocessen och lagarbete;6;Vårdområdet;VÅ;100;VT2008
VU1011;Munhälsa I - patientkommunikation och egenvård;15;Vårdområdet;VÅ;100;HT2008
VU2003;Vetenskaplig fortsättningskurs inriktning munhälsa;7,5;Vårdområdet;VÅ;100;HT2007
VU2004;Munhälsopromotion III;7,5;Vårdområdet;VÅ;100;HT2007
