Utbildningsområde per kurs (Ladok);;;;;;
Uppdaterad tisdag 3 mars 2026;;;;;;
Kurskod;Kursnamn;HP;Utbildningsområde;UtbOmrKod;Andel (%);Giltig fr.o.m.
GMN3GY;Postproduktion;15;Mediaområdet;MM;100;HT2025
GMT228;Produktutvecklingsmetoder;7,5;Tekniska området;TE;100;VT2018
GMT25Z;Examensarbete Högskoleingenjör Maskinteknik;15;Tekniska området;TE;100;VT2019
GMT2QF;Finita element metoden i praktiken;7,5;Tekniska området;TE;100;VT2021
GMT2WL;3D-printing översiktskurs;7,5;Tekniska området;TE;100;HT2022
GMT338;3D-CAD  grundkurs;7,5;Tekniska området;TE;100;VT2023
GMT343;Produktionsteknik;7,5;Tekniska området;TE;100;VT2023
GMT344;Materialets roll i produktionskedjan;7,5;Tekniska området;TE;100;VT2023
GMT349;Introduktion till produktionsteknik med mätteknik;7,5;Tekniska området;TE;100;VT2023
GMT34A;Additiv tillverkning (3D printing);7,5;Tekniska området;TE;100;VT2023
GMT34K;Automation - robotik;7,5;Tekniska området;TE;100;VT2023
GMT34L;Automation - styrteknik;7,5;Tekniska området;TE;100;VT2023
GMT34P;CAM/CNC;7,5;Tekniska området;TE;100;VT2023
GMT34Q;Hållbar produktion;7,5;Tekniska området;TE;100;VT2023
GMT34R;Materialprovning och materialanalys;7,5;Tekniska området;TE;100;VT2023
GMT34W;Examensarbete för högskoleexamen i maskinteknik;7,5;Tekniska området;TE;100;VT2023
GMT3BW;Mekanik;7,5;Tekniska området;TE;100;HT2024
GMT3HZ;Assisterande produkter;12;Tekniska området;TE;100;VT2026
GMT3J2;Grunderna i fysisk och kognitiv tillgänglighet;7,5;Tekniska området;TE;100;VT2026
GMT3J3;Grundläggande materialteknik med materialval;7,5;Tekniska området;TE;100;VT2026
GMT3J4;Introduktion till assisterande teknik;3;Tekniska området;TE;100;VT2026
GNA2NT;Finansiella marknader och penningpolitik;7,5;Samhällsvetenskapliga området;SA;100;VT2021
GNA2RY;Statistik för ekonomer;7,5;Samhällsvetenskapliga området;SA;100;HT2021
GNA3B7;Mikroekonomi, introduktion;7,5;Samhällsvetenskapliga området;SA;100;VT2024
GNA3B8;Makroekonomi, introduktion;7,5;Samhällsvetenskapliga området;SA;100;VT2024
GNA3B9;Internationell ekonomi;7,5;Samhällsvetenskapliga området;SA;100;VT2024
GNA3BA;Finansiella marknader och penningpolitik;7,5;Samhällsvetenskapliga området;SA;100;VT2024
GNA3D9;Statistik för ekonomer;7,5;Samhällsvetenskapliga området;SA;100;HT2024
GNA3DA;Finansiell ekonomi;7,5;Samhällsvetenskapliga området;SA;100;HT2024
GNA3FN;Mikroekonomi, introduktion;7,5;Samhällsvetenskapliga området;SA;100;VT2025
GNV2KY;Naturvetenskap och teknik i förskolan - med didaktisk inriktning;7,5;Naturvetenskapliga området;NA;100;HT2020
GNV367;Naturorienterande ämnen och teknik för grundlärare, åk 4-6;30;Naturvetenskapliga området;NA;100;HT2023
GNV396;Teknik för grundlärare i förskoleklass och årskurs 1-6;7,5;Naturvetenskapliga området;NA;100;HT2023
GNV3GU;Teknik för lärare i årskurs 4-6. Ingår i lärarlyftet.;7,5;Naturvetenskapliga området;NA;100;HT2025
GNV3GV;Naturorienterande ämnen och teknik för lärare i årskurs 1-3. Ingår i lärarlyftet.;15;Naturvetenskapliga området;NA;100;HT2025
GPA2FL;Samspel i organisationen - gruppen;7,5;Samhällsvetenskapliga området;SA;100;VT2020
GPA2FW;Personalekonomi och lön;7,5;Samhällsvetenskapliga området;SA;100;VT2020
GPA2K3;Marknadsföring för personalvetare;7,5;Samhällsvetenskapliga området;SA;100;HT2020
GPA2KU;Implementering av hållbar strategisk styrning;5;Samhällsvetenskapliga området;SA;100;HT2020
GPA2LM;Personal och arbetsliv - en introduktion;7,5;Samhällsvetenskapliga området;SA;100;VT2021
GPA2LN;Ekonomi- och verksamhetsstyrning för personalvetare;7,5;Samhällsvetenskapliga området;SA;100;VT2021
GPA2NY;Strategiskt och internationellt personalarbete;7,5;Samhällsvetenskapliga området;SA;100;VT2021
GPA2P7;Samhällsvetenskaplig metod och vetenskapsteori II;7,5;Samhällsvetenskapliga området;SA;100;VT2021
GPA2R6;Kompetensförsörjning - avveckling och förändring;7,5;Samhällsvetenskapliga området;SA;100;HT2021
GPA32D;Individuella lärprocesser och kompetensutveckling;7,5;Samhällsvetenskapliga området;SA;100;VT2023
GPA32E;Kollektiva lärprocesser och lärande organisation;7,5;Samhällsvetenskapliga området;SA;100;VT2023
GPA353;Ledarskap;7,5;Samhällsvetenskapliga området;SA;100;HT2023
GPA354;Arbetsrätt, avtal och förhandling;7,5;Samhällsvetenskapliga området;SA;100;HT2023
GPA357;Praktik för personalvetare;15;Samhällsvetenskapliga området;SA;100;HT2023
GPE2SA;Utbildningssystemet i Sverige;7,5;Samhällsvetenskapliga området;SA;100;HT2021
GPE3AJ;Att leda kollegiala lärprocesser i förskola och skola;7,5;Samhällsvetenskapliga området;SA;100;VT2024
GPG22J;Att handleda lärarstuderande - kurs för verksamhetsförlagda lärarutbildare;7,5;Undervisningsområdet;LU;100;VT2018
GPG22K;Examensarbete för ämneslärarexamen - KPU;15;Undervisningsområdet;LU;100;VT2018
GPG27X;Lärares ledarskap;7,5;Undervisningsområdet;LU;100;VT2019
GPG2E6;Examensarbete för grundlärarexamen inriktning F-3 del 1;15;Undervisningsområdet;LU;100;VT2020
GPG2E7;Examensarbete för grundlärarexamen inriktning 4-6 del 1;15;Undervisningsområdet;LU;100;VT2020
GPG2LZ;Sociala relationer, konflikter och makt i grundskolan åk 4-6 (varav 7,5 hp VFU);15;Undervisningsområdet;LU;50;VT2021
GPG2LZ;Sociala relationer, konflikter och makt i grundskolan åk 4-6 (varav 7,5 hp VFU);15;Verksamhetsförlagd utbildning;VU;50;VT2021
GPG2M9;Sociala relationer, konflikter och makt i förskoleklass och grundskolan åk 1-3 (varav 7,5 hp VFU);15;Undervisningsområdet;LU;50;VT2021
GPG2M9;Sociala relationer, konflikter och makt i förskoleklass och grundskolan åk 1-3 (varav 7,5 hp VFU);15;Verksamhetsförlagd utbildning;VU;50;VT2021
GPG2N7;Skolväsendets historia;7,5;Undervisningsområdet;LU;100;VT2021
GPG2QP;Undervisning och ledarskap (varav 10 hp VFU);15;Undervisningsområdet;LU;33;HT2021
GPG2QP;Undervisning och ledarskap (varav 10 hp VFU);15;Verksamhetsförlagd utbildning;VU;67;HT2021
GPG2RH;Undervisning och ledarskap - KPU (varav 10 hp VFU);15;Undervisningsområdet;LU;33;HT2021
GPG2RH;Undervisning och ledarskap - KPU (varav 10 hp VFU);15;Verksamhetsförlagd utbildning;VU;67;HT2021
GPG2RR;Kunskap, lärande och bedömning;15;Undervisningsområdet;LU;100;HT2021
GPG2RS;Ämnesdidaktik och specialpedagogik (varav 10 hp VFU);15;Undervisningsområdet;LU;33;HT2021
GPG2RS;Ämnesdidaktik och specialpedagogik (varav 10 hp VFU);15;Verksamhetsförlagd utbildning;VU;67;HT2021
GPG2S7;Kunskap, lärande och bedömning - KPU;15;Undervisningsområdet;LU;100;HT2021
GPG2S8;Ämnesdidaktik och specialpedagogik - KPU (varav 10 hp VFU);15;Undervisningsområdet;LU;33;HT2021
GPG2S8;Ämnesdidaktik och specialpedagogik - KPU (varav 10 hp VFU);15;Verksamhetsförlagd utbildning;VU;67;HT2021
GPG2S9;Sociala relationer, konflikter och makt i grundskolan åk 7-9 och gymnasieskolan;7,5;Undervisningsområdet;LU;100;HT2021
GPG2SC;Samhällsorienterande ämnen, årskurs 4-6;30;Undervisningsområdet;LU;100;HT2021
GPG2SG;Omsorg, relationer och etik i förskolläraryrket;7,5;Undervisningsområdet;LU;100;HT2021
GPG2SH;Lek i förskolan (varav 7,5 hp VFU);15;Undervisningsområdet;LU;50;HT2021
GPG2SH;Lek i förskolan (varav 7,5 hp VFU);15;Verksamhetsförlagd utbildning;VU;50;HT2021
GPG2TT;Omsorg, relationer och etik i förskolläraryrket;7,5;Undervisningsområdet;LU;100;HT2021
GPG2VW;Professionellt lärarskap och skolutveckling (varav 10 hp VFU);15;Undervisningsområdet;LU;33;VT2022
GPG2VW;Professionellt lärarskap och skolutveckling (varav 10 hp VFU);15;Verksamhetsförlagd utbildning;VU;67;VT2022
GPG2VX;Självständigt arbete för yrkeslärare;15;Undervisningsområdet;LU;100;VT2022
GPG2WR;Examensarbete för ämneslärare (grundnivå);15;Undervisningsområdet;LU;100;HT2022
GPG2YG;Kommunikation och berättande i ett flerspråkigt klassrum för grundlärare årskurs F-3;15;Undervisningsområdet;LU;100;HT2022
GPG2YH;Verksamhetsförlagd utbildning för lärare (YRK);10;Verksamhetsförlagd utbildning;VU;100;HT2022
GPG2Z3;Bedömning och betygssättning - VAL;7,5;Undervisningsområdet;LU;100;HT2022
GPG2Z4;Utveckling och lärande - VAL;7,5;Undervisningsområdet;LU;100;HT2022
GPG2Z6;Sociala relationer och konflikthantering - VAL;7,5;Undervisningsområdet;LU;100;HT2022
GPG2Z7;Skolans samhällsuppdrag - VAL;7,5;Undervisningsområdet;LU;100;HT2022
GPG326;Didaktik och ledarskap för ämneslärare inriktning gymnasieskolan (inkl 7,5 hp VFU);15;Undervisningsområdet;LU;50;VT2023
GPG326;Didaktik och ledarskap för ämneslärare inriktning gymnasieskolan (inkl 7,5 hp VFU);15;Verksamhetsförlagd utbildning;VU;50;VT2023
GPG327;Didaktik och ledarskap för ämneslärare inriktning årskurs 7-9 (inkl 7,5 hp VFU);15;Undervisningsområdet;LU;50;VT2023
GPG327;Didaktik och ledarskap för ämneslärare inriktning årskurs 7-9 (inkl 7,5 hp VFU);15;Verksamhetsförlagd utbildning;VU;50;VT2023
GPG328;Utveckling och lärande för ämneslärare inriktning åk 7-9 (varav 7,5 hp VFU);15;Undervisningsområdet;LU;50;VT2023
GPG328;Utveckling och lärande för ämneslärare inriktning åk 7-9 (varav 7,5 hp VFU);15;Verksamhetsförlagd utbildning;VU;50;VT2023
GPG329;Utveckling och lärande för ämneslärare inriktning gymnasieskolan (varav 7,5 hp VFU);15;Undervisningsområdet;LU;50;VT2023
GPG329;Utveckling och lärande för ämneslärare inriktning gymnasieskolan (varav 7,5 hp VFU);15;Verksamhetsförlagd utbildning;VU;50;VT2023
GPG32A;Skolväsendets historia och samhällsuppdrag - ämneslärare;15;Undervisningsområdet;LU;100;VT2023
GPG33D;Utveckling, lärande och ledarskap - VAL;7,5;Undervisningsområdet;LU;100;VT2023
GPG33E;Sociala relationer, skolans historiska utveckling och samhällsuppdrag - VAL;7,5;Undervisningsområdet;LU;100;VT2023
GPG33F;Didaktik och bedömning - VAL;7,5;Undervisningsområdet;LU;100;VT2023
GPG36A;Didaktik och läroplansteori - KPU;15;Undervisningsområdet;LU;100;HT2023
GPG36B;Didaktik och läroplansteori;15;Undervisningsområdet;LU;100;HT2023
GPG3AB;Introduktion till läraryrket för ämneslärare årskurs 79 - AIL;7,5;Undervisningsområdet;LU;100;VT2024
GPG3AC;Didaktik och ledarskap för ämneslärare årskurs 79 - AIL;7,5;Undervisningsområdet;LU;100;VT2024
GPG3AD;Verksamhetsförlagd utbildning 1 för ämneslärare årskurs 79 - AIL;7,5;Verksamhetsförlagd utbildning;VU;100;VT2024
GPG3AE;Utveckling och lärande för ämneslärare årskurs 79 - AIL;7,5;Undervisningsområdet;LU;100;VT2024
GPG3AF;Specialpedagogik och ett läraruppdrag i förändring för ämneslärare årskurs 79 - AIL;7,5;Undervisningsområdet;LU;100;VT2024
GPG3AG;Verksamhetsförlagd utbildning 2 för ämneslärare årskurs 79 - AIL;7,5;Verksamhetsförlagd utbildning;VU;100;VT2024
GPG3BD;Introduktion till läraryrket;7,5;Undervisningsområdet;LU;100;VT2024
GPG3BE;Didaktik och ledarskap - VAL;7,5;Undervisningsområdet;LU;100;VT2024
GPG3CF;Utveckling och lärande i förskoleklass och grundskolans åk 1-3 (varav 7,5 hp VFU);15;Undervisningsområdet;LU;50;HT2024
GPG3CF;Utveckling och lärande i förskoleklass och grundskolans åk 1-3 (varav 7,5 hp VFU);15;Verksamhetsförlagd utbildning;VU;50;HT2024
GPG3CG;Utveckling och lärande i grundskolans åk 4-6 (varav 7,5 hp VFU);15;Undervisningsområdet;LU;50;HT2024
GPG3CG;Utveckling och lärande i grundskolans åk 4-6 (varav 7,5 hp VFU);15;Verksamhetsförlagd utbildning;VU;50;HT2024
GPG3CH;Didaktik och ledarskap i förskoleklass och grundskolans årskurs 1-3 (inkl 7,5 hp VFU);15;Undervisningsområdet;LU;50;HT2024
GPG3CH;Didaktik och ledarskap i förskoleklass och grundskolans årskurs 1-3 (inkl 7,5 hp VFU);15;Verksamhetsförlagd utbildning;VU;50;HT2024
GPG3CJ;Didaktik och ledarskap i grundskolans årskurs 4-6 (inkl 7,5 hp VFU);15;Undervisningsområdet;LU;50;HT2024
GPG3CJ;Didaktik och ledarskap i grundskolans årskurs 4-6 (inkl 7,5 hp VFU);15;Verksamhetsförlagd utbildning;VU;50;HT2024
GPG3CK;Skolväsendets historia och samhällsuppdrag - förskoleklass och grundskolan åk 1-6;15;Undervisningsområdet;LU;100;HT2024
GPG3CL;Samhällsorienterande ämnen, årskurs 4-6;30;Undervisningsområdet;LU;100;HT2024
GPG3CN;Undervisning och lärande genom rollspel - inriktning pedagogiskt arbete;7,5;Undervisningsområdet;LU;100;HT2024
GPG3EU;Didaktik och läroplansteori;15;Undervisningsområdet;LU;100;VT2025
GPG3EV;Professionellt lärarskap och skolutveckling (varav 10 hp VFU);15;Undervisningsområdet;LU;33;VT2025
GPG3EV;Professionellt lärarskap och skolutveckling (varav 10 hp VFU);15;Verksamhetsförlagd utbildning;VU;67;VT2025
GPG3FR;Introduktion till studier i program - VAL;0;Undervisningsområdet;LU;100;VT2025
GPG3FS;Verksamhetsförlagd utbildning 1 - VAL;7,5;Verksamhetsförlagd utbildning;VU;100;VT2025
GPG3FT;Verksamhetsförlagd utbildning 2 - VAL;15;Verksamhetsförlagd utbildning;VU;100;VT2025
GPG3FU;Utvärdering och utvecklingsarbete - VAL;7,5;Undervisningsområdet;LU;100;VT2025
GPG3FV;Självständigt arbete - VAL;7,5;Undervisningsområdet;LU;100;VT2025
GPG3JC;Utbildningssystemet i Sverige;7,5;Samhällsvetenskapliga området;SA;100;VT2026
GPG3JD;Att leda kollegiala lärprocesser i förskola och skola;7,5;Samhällsvetenskapliga området;SA;100;VT2026
GPR256;Portugisiska: Kandidatexamensarbete;15;Humanistiska området;HU;100;HT2018
GPR279;Det nutida Brasilien: Litteratur och samhälle;7,5;Humanistiska området;HU;100;VT2019
GPR2VP;Portugisiska: Vetenskaplig specialisering och fördjupning;7,5;Humanistiska området;HU;100;VT2022
GPR2W2;Portugisiska: Språk i samhället  teoretiska perspektiv;7,5;Humanistiska området;HU;100;VT2022
GPR2X8;Portugisiska: Introduktion till studier av samtida litteratur på portugisiska;7,5;Humanistiska området;HU;100;HT2022
GPR2X9;Det nutida Portugal: Litteratur och samhälle;7,5;Humanistiska området;HU;100;HT2022
GPR2XA;Portugisiska: Transkulturalitet och genus i samtidslitteraturen;7,5;Humanistiska området;HU;100;HT2022
GPR2XR;Portugisiska: Grammatik och skriftlig språkfärdighet I;10;Humanistiska området;HU;100;HT2022
GPR2XS;Portugisiska: Fonetik och muntlig språkfärdighet I;5;Humanistiska området;HU;100;HT2022
GPR2Z2;Språk, litteratur och kultur: Vetenskaplig metod och akademiskt skrivande;7,5;Humanistiska området;HU;100;HT2022
GPR3E5;Kommunikation på arbetsplatsen: Interkulturalitet och inkludering;15;Humanistiska området;HU;100;VT2025
GPR3GM;Portugisiska: Grundläggande kurs I och II;30;Humanistiska området;HU;100;HT2025
GPR3GN;Portugisiska I;22,5;Humanistiska området;HU;100;HT2025
GPR3GP;Portugisiska II;30;Humanistiska området;HU;100;HT2025
GPR3GR;Kommunikation på arbetsplatsen: Interkulturalitet och inkludering;15;Humanistiska området;HU;100;HT2025
GRK2EF;Västerländsk buddhism;7,5;Humanistiska området;HU;100;VT2020
GRK2JJ;Mänskliga rättigheter: Migranter, barn och minoriteter;7,5;Humanistiska området;HU;100;HT2020
GRK2JK;Mänskliga rättigheters framtid: Hållbarhet och nutida sociala utmaningar;7,5;Humanistiska området;HU;100;HT2020
GRK2KL;Mänskliga rättigheter: Examensarbete för kandidatexamen;15;Humanistiska området;HU;100;HT2020
GRK2P3;Religionsvetenskap III: Aktuella religionsvetenskapliga teman;15;Humanistiska området;HU;100;VT2021
GRK2P4;Religionsvetenskap III med didaktisk inriktning för gymnasieskolan;30;Humanistiska området;HU;75;VT2021
GRK2P4;Religionsvetenskap III med didaktisk inriktning för gymnasieskolan;30;Undervisningsområdet;LU;25;VT2021
GRK2Q4;Religionsvetenskap I;30;Humanistiska området;HU;100;VT2021
GRK2Q5;Religionsvetenskap I med didaktisk inriktning;30;Humanistiska området;HU;75;VT2021
GRK2Q5;Religionsvetenskap I med didaktisk inriktning;30;Undervisningsområdet;LU;25;VT2021
GRK2R7;Religionsvetenskap III: Uppsats;15;Humanistiska området;HU;100;HT2021
GRK2R8;Religionsvetenskap III: Examensarbete för kandidatexamen;15;Humanistiska området;HU;100;HT2021
GRK2TW;Introduktion till mänskliga rättigheter i Afrika;7,5;Humanistiska området;HU;100;VT2022
GRK2TY;Religionsvetenskap II;30;Humanistiska området;HU;100;VT2022
GRK2TZ;Religionsvetenskap II med didaktisk inriktning;30;Humanistiska området;HU;75;VT2022
GRK2TZ;Religionsvetenskap II med didaktisk inriktning;30;Undervisningsområdet;LU;25;VT2022
GRK323;Jerusalem som religiöst, historiskt och politiskt konfliktfylld plats. Berättelser ur ämnesdidaktiska perspektiv;7,5;Humanistiska området;HU;75;HT2022
GRK323;Jerusalem som religiöst, historiskt och politiskt konfliktfylld plats. Berättelser ur ämnesdidaktiska perspektiv;7,5;Undervisningsområdet;LU;25;HT2022
GRK324;Religionsvetenskap III med didaktisk inriktning för gymnasieskolan;30;Humanistiska området;HU;75;HT2022
GRK324;Religionsvetenskap III med didaktisk inriktning för gymnasieskolan;30;Undervisningsområdet;LU;25;HT2022
GRK32C;Religionsdidaktik;6;Humanistiska området;HU;100;VT2023
GRK366;Barn och unga i slutna religiösa miljöer;7,5;Humanistiska området;HU;100;HT2023
GRK36J;Från populärkultur till fiktionsbaserad religion;7,5;Humanistiska området;HU;100;HT2023
GRK36M;Religionsvetenskap III: Examensarbete för kandidatexamen;15;Humanistiska området;HU;100;HT2023
GRK36N;Religionsvetenskap III: Uppsats med didaktisk inriktning;15;Humanistiska området;HU;100;HT2023
GRK3B4;Levd religion: fältstudieresa utifrån ämnesteoretiska och religionsdidaktiska perspektiv;7,5;Humanistiska området;HU;100;VT2024
GRK3CQ;Undervisning och lärande genom rollspel  inriktning religionsdidaktik;7,5;Humanistiska området;HU;100;HT2024
GRV22R;Dataskyddsjuridik;1,5;Juridiska området;JU;100;HT2018
GRV266;Beskattningsrätt;15;Juridiska området;JU;100;VT2019
GRV2CE;Småföretagens regelverk;7,5;Juridiska området;JU;100;HT2019
GRV2FC;Arbetsrätt I;7,5;Juridiska området;JU;100;VT2020
GRV2MK;Småföretagens regelverk I;7,5;Juridiska området;JU;100;VT2021
GRV3BF;IT-rätt;7,5;Juridiska området;JU;100;VT2024
GRY284;Det postsovjetiska ryska samhället;10;Humanistiska området;HU;100;VT2019
GRY285;Ryska II: Muntlig språkfärdighet;10;Humanistiska området;HU;100;VT2019
GRY286;Ryska II: Rysslands kultur- och idéhistoria;10;Humanistiska området;HU;100;VT2019
GRY287;Ryska IV: Grammatik och skriftlig språkfärdighet;10;Humanistiska området;HU;100;VT2019
GRY28H;Ryska I: Grundläggande kurs 3;15;Humanistiska området;HU;100;VT2019
GRY28J;Ryska II: Grammatik och skriftlig språkfärdighet;10;Humanistiska området;HU;100;VT2019
GRY28K;Ryska III: Muntlig språkfärdighet;10;Humanistiska området;HU;100;VT2019
GRY28L;Ryska III: Grammatik och skriftlig språkfärdighet;10;Humanistiska området;HU;100;VT2019
GRY28P;Ryska V: Ryska språkets historia: Från näverbrev till Twitter;7,5;Humanistiska området;HU;100;VT2019
GRY28U;Ryska III: Rysk litteratur mellan 1800 och 1917;10;Humanistiska området;HU;100;VT2019
GRY2B3;Ryska IV: Muntlig språkfärdighet;10;Humanistiska området;HU;100;HT2019
GRY2B4;Ryska IV: Rysk litteratur mellan 1917 och 1991;10;Humanistiska området;HU;100;HT2019
GRY2BR;Ryska V: Samtida rysk litteratur och kultur;7,5;Humanistiska området;HU;100;HT2019
GRY2BS;Ryska V: Kandidatexamensarbete;15;Humanistiska området;HU;100;HT2019
GRY2HL;Introduktion till rysk opera 1;7,5;Humanistiska området;HU;100;HT2020
GRY2LE;Rysk folklore: Tro, magi och fruktan genom tiderna;10;Humanistiska området;HU;100;VT2021
GRY2YW;Ryska för modersmålslärare: språkdidaktik i ett flerspråkigt perspektiv;15;Humanistiska området;HU;100;HT2022
GRY325;Introduktion till rysk opera 2;7,5;Humanistiska området;HU;100;VT2023
GRY36F;Rysk litteratur: från bok till film;7,5;Humanistiska området;HU;100;HT2023
GRY36G;Introduktion till rysk film;15;Humanistiska området;HU;100;HT2023
GRY36H;Sovjetisk och postsovjetisk science fiction-film;7,5;Humanistiska området;HU;100;HT2023
GRY37X;Ryska för modersmålslärare: språkets struktur i ett kontrastivt perspektiv;15;Humanistiska området;HU;100;HT2023
GRY38R;Ryska I: Grundläggande kurs 1;7,5;Humanistiska området;HU;100;HT2023
GRY38S;Ryska I: Grundläggande kurs 2;7,5;Humanistiska området;HU;100;HT2023
GRY38T;Ryska I: Grundläggande kurs 1 och 2;15;Humanistiska området;HU;100;HT2023
GSA24U;Perspektiv på våld;7,5;Samhällsvetenskapliga området;SA;50;HT2018
GSA24U;Perspektiv på våld;7,5;Vårdområdet;VÅ;50;HT2018
GSA24V;Familjeperspektiv på socialt arbete;7,5;Samhällsvetenskapliga området;SA;50;HT2018
GSA24V;Familjeperspektiv på socialt arbete;7,5;Vårdområdet;VÅ;50;HT2018
GSA27Y;Psykologiska perspektiv på socialt arbete;7,5;Samhällsvetenskapliga området;SA;50;VT2019
GSA27Y;Psykologiska perspektiv på socialt arbete;7,5;Vårdområdet;VÅ;50;VT2019
GSA2AF;Examensarbete för socionomexamen;15;Samhällsvetenskapliga området;SA;50;HT2019
GSA2AF;Examensarbete för socionomexamen;15;Vårdområdet;VÅ;50;HT2019
GSA2BV;Socialt arbete i praktik och teori;15;Samhällsvetenskapliga området;SA;50;HT2019
GSA2BV;Socialt arbete i praktik och teori;15;Vårdområdet;VÅ;50;HT2019
GSA2DW;Försörjning, rehabilitering och aktivering i socialt arbete;7,5;Samhällsvetenskapliga området;SA;50;VT2020
GSA2DW;Försörjning, rehabilitering och aktivering i socialt arbete;7,5;Vårdområdet;VÅ;50;VT2020
GSA2E3;Forskningsmetoder och vetenskaplighet i socialt arbete;7,5;Samhällsvetenskapliga området;SA;50;VT2020
GSA2E3;Forskningsmetoder och vetenskaplighet i socialt arbete;7,5;Vårdområdet;VÅ;50;VT2020
GSA2E4;Arbetsmetoder i socialt arbete;7,5;Samhällsvetenskapliga området;SA;50;VT2020
GSA2E4;Arbetsmetoder i socialt arbete;7,5;Vårdområdet;VÅ;50;VT2020
GSA2E5;Utredning i socialt arbete;7,5;Samhällsvetenskapliga området;SA;50;VT2020
GSA2E5;Utredning i socialt arbete;7,5;Vårdområdet;VÅ;50;VT2020
GSA2GZ;Introduktion till kognitiv beteendeterapi;7,5;Samhällsvetenskapliga området;SA;50;HT2020
GSA2GZ;Introduktion till kognitiv beteendeterapi;7,5;Vårdområdet;VÅ;50;HT2020
GSA2NA;Introduktion till vetenskapligt arbete;7,5;Samhällsvetenskapliga området;SA;50;VT2021
GSA2NA;Introduktion till vetenskapligt arbete;7,5;Vårdområdet;VÅ;50;VT2021
GSA2NC;Organisation, grupp och samverkan;15;Samhällsvetenskapliga området;SA;50;VT2021
GSA2NC;Organisation, grupp och samverkan;15;Vårdområdet;VÅ;50;VT2021
GSA2RE;Socialpolitikens betydelse för socialt arbete;7,5;Samhällsvetenskapliga området;SA;50;HT2021
GSA2RE;Socialpolitikens betydelse för socialt arbete;7,5;Vårdområdet;VÅ;50;HT2021
GSA2SD;Arbetsmetoder i socialt arbete;7,5;Samhällsvetenskapliga området;SA;50;HT2021
GSA2SD;Arbetsmetoder i socialt arbete;7,5;Vårdområdet;VÅ;50;HT2021
GSA2SE;Arbetsmetoder och utvärdering i socialt arbete;7,5;Samhällsvetenskapliga området;SA;50;HT2021
GSA2SE;Arbetsmetoder och utvärdering i socialt arbete;7,5;Vårdområdet;VÅ;50;HT2021
GSA2XN;Missbruk och beroende;7,5;Samhällsvetenskapliga området;SA;50;HT2022
GSA2XN;Missbruk och beroende;7,5;Vårdområdet;VÅ;50;HT2022
GSA32Y;Organisation, grupp och samverkan;15;Samhällsvetenskapliga området;SA;50;VT2023
GSA32Y;Organisation, grupp och samverkan;15;Vårdområdet;VÅ;50;VT2023
GSA352;Internationellt socialt arbete: samtida debatter och praktiker;7,5;Samhällsvetenskapliga området;SA;50;VT2023
GSA352;Internationellt socialt arbete: samtida debatter och praktiker;7,5;Vårdområdet;VÅ;50;VT2023
GSA3AS;Samsjuklighet - skadligt bruk eller beroende och samtidig psykisk ohälsa;7,5;Samhällsvetenskapliga området;SA;50;VT2024
GSA3AS;Samsjuklighet - skadligt bruk eller beroende och samtidig psykisk ohälsa;7,5;Vårdområdet;VÅ;50;VT2024
GSA3DM;Välfärdsinsatser och brukarperspektiv;15;Samhällsvetenskapliga området;SA;50;HT2024
GSA3DM;Välfärdsinsatser och brukarperspektiv;15;Vårdområdet;VÅ;50;HT2024
GSA3DN;Försörjning, rehabilitering och aktivering i socialt arbete;7,5;Samhällsvetenskapliga området;SA;50;HT2024
GSA3DN;Försörjning, rehabilitering och aktivering i socialt arbete;7,5;Vårdområdet;VÅ;50;HT2024
GSA3DP;Missbruk och beroende;7,5;Samhällsvetenskapliga området;SA;50;HT2024
GSA3DP;Missbruk och beroende;7,5;Vårdområdet;VÅ;50;HT2024
GSA3DQ;Familjeperspektiv på socialt arbete;7,5;Samhällsvetenskapliga området;SA;50;HT2024
GSA3DQ;Familjeperspektiv på socialt arbete;7,5;Vårdområdet;VÅ;50;HT2024
GSA3DR;Perspektiv på våld;7,5;Samhällsvetenskapliga området;SA;50;HT2024
GSA3DR;Perspektiv på våld;7,5;Vårdområdet;VÅ;50;HT2024
GSA3DS;Organisation, grupp och samverkan;15;Samhällsvetenskapliga området;SA;50;HT2024
GSA3DS;Organisation, grupp och samverkan;15;Vårdområdet;VÅ;50;HT2024
GSA3FK;Utredning i socialt arbete;7,5;Samhällsvetenskapliga området;SA;50;VT2025
GSA3FK;Utredning i socialt arbete;7,5;Vårdområdet;VÅ;50;VT2025
GSA3FL;Organisation, grupp och samverkan;15;Samhällsvetenskapliga området;SA;50;VT2025
GSA3FL;Organisation, grupp och samverkan;15;Vårdområdet;VÅ;50;VT2025
GSA3HA;Försörjning, rehabilitering och aktivering i socialt arbete;7,5;Samhällsvetenskapliga området;SA;50;HT2025
GSA3HA;Försörjning, rehabilitering och aktivering i socialt arbete;7,5;Vårdområdet;VÅ;50;HT2025
GSK2C9;Civilsamhälle och demokrati i Sverige;7,5;Samhällsvetenskapliga området;SA;100;HT2019
GSK2K2;Segregationens dimensioner, orsaker och konsekvenser;7,5;Samhällsvetenskapliga området;SA;100;HT2020
GSK2PM;Politiska idéer;7,5;Samhällsvetenskapliga området;SA;100;VT2021
GSK2PN;Politiskt deltagande;7,5;Samhällsvetenskapliga området;SA;100;VT2021
GSK2PP;Politiska system i jämförande perspektiv;7,5;Samhällsvetenskapliga området;SA;100;VT2021
